date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal
2010-10-30,2011,Portland,@,New York,100,95,-190,165,199.5,-5,99
2010-10-30,2011,Indiana,vs,Philadelphia,99,86,-210,175,208,-5.5,104
2010-10-30,2011,New York,vs,Portland,95,100,165,-190,199.5,5,99
2010-10-30,2011,Cleveland,vs,Sacramento,104,107,-135,115,193,-3,94.5
2010-10-30,2011,New Orleans,@,San Antonio,99,90,350,-450,196,9,96
2010-10-30,2011,Atlanta,vs,Washington,99,95,-550,425,195,-9,96.5
2010-10-31,2011,LA Clippers,vs,Dallas,83,99,185,-225,190.5,5.5,93
2010-10-31,2011,LA Lakers,vs,Golden State,107,83,-600,450,217.5,-9.5,105.5
2010-10-31,2011,Dallas,@,LA Clippers,99,83,-225,185,190.5,-5.5,93
2010-10-31,2011,Golden State,@,LA Lakers,83,107,450,-600,217.5,9.5,105.5
2010-10-31,2011,New Jersey,vs,Miami,78,101,400,-500,188,9,94
2010-10-31,2011,Miami,@,New Jersey,101,78,-500,400,188,-9,94
2010-10-31,2011,Utah,@,Oklahoma City,120,99,240,-280,203,7,101.5
2010-10-31,2011,Oklahoma City,vs,Utah,99,120,-280,240,203,-7,101.5
2010-11-01,2011,Portland,@,Chicago,98,110,-110,100,187,-0,93.5
2010-11-01,2011,San Antonio,@,LA Clippers,97,88,-380,310,193.5,-8,93.5
2010-11-01,2011,Chicago,vs,Portland,110,98,100,-110,187,0,93.5
2010-11-01,2011,Toronto,@,Sacramento,108,111,200,-240,208,6,102.5
2010-11-01,2011,LA Clippers,vs,San Antonio,88,97,310,-380,193.5,8,93.5
2010-11-01,2011,Sacramento,vs,Toronto,111,108,-240,200,208,-6,102.5
2010-11-02,2011,Cleveland,vs,Atlanta,88,100,130,-150,190.5,3,92.5
2010-11-02,2011,Detroit,vs,Boston,86,109,245,-290,189,6,93.5
2010-11-02,2011,Atlanta,@,Cleveland,100,88,-150,130,190.5,-3,92.5
2010-11-02,2011,Boston,@,Detroit,109,86,-290,245,189,-6,93.5
2010-11-02,2011,Memphis,@,LA Lakers,105,124,400,-500,203.5,9,101.5
2010-11-02,2011,LA Lakers,vs,Memphis,124,105,-500,400,203.5,-9,101.5
2010-11-02,2011,Minnesota,@,Miami,97,129,1850,-4600,194,16.5,95.5
2010-11-02,2011,Portland,@,Milwaukee,90,76,125,-145,186.5,3,94
2010-11-02,2011,Miami,vs,Minnesota,129,97,-4600,1850,194,-16.5,95.5
2010-11-02,2011,Washington,vs,Philadelphia,116,115,-145,125,192,-3,95
2010-11-02,2011,Milwaukee,vs,Portland,76,90,-145,125,186.5,-3,94
2010-11-02,2011,Philadelphia,@,Washington,115,116,125,-145,192,3,95
2010-11-03,2011,Detroit,@,Atlanta,85,94,450,-600,196,10,97.5
2010-11-03,2011,Milwaukee,@,Boston,102,105,320,-400,184.5,8,92.5
2010-11-03,2011,New Jersey,vs,Charlotte,83,85,-140,120,187,-0,97
2010-11-03,2011,Denver,vs,Dallas,101,102,-175,155,205,-3,101
2010-11-03,2011,Dallas,@,Denver,102,101,155,-175,205,3,101
2010-11-03,2011,Atlanta,vs,Detroit,94,85,-600,450,196,-10,97.5
2010-11-03,2011,Memphis,@,Golden State,109,115,150,-170,218.5,4.5,109.5
2010-11-03,2011,New Orleans,@,Houston,107,99,180,-220,207.5,5,103
2010-11-03,2011,Philadelphia,vs,Indiana,101,75,120,-140,203.5,2.5,99
2010-11-03,2011,Oklahoma City,@,LA Clippers,92,107,-430,335,196.5,-8.5,97
2010-11-03,2011,Sacramento,vs,LA Lakers,100,112,200,-240,207.5,5,102.5
2010-11-03,2011,Golden State,vs,Memphis,115,109,-170,150,218.5,-4.5,109.5
2010-11-03,2011,Boston,vs,Milwaukee,105,102,-400,320,184.5,-8,92.5
2010-11-03,2011,Orlando,vs,Minnesota,128,86,-6500,3000,204.5,-18,100.5
2010-11-03,2011,Charlotte,@,New Jersey,85,83,120,-140,187,0,97
2010-11-03,2011,Houston,vs,New Orleans,99,107,-220,180,207.5,-5,103
2010-11-03,2011,LA Clippers,vs,Oklahoma City,107,92,335,-430,196.5,8.5,97
2010-11-03,2011,Minnesota,@,Orlando,86,128,3000,-6500,204.5,18,100.5
2010-11-03,2011,Indiana,@,Philadelphia,75,101,-140,120,203.5,-2.5,99
2010-11-03,2011,San Antonio,@,Phoenix,112,110,-113,102,208,-1,103.5
2010-11-03,2011,LA Lakers,@,Sacramento,112,100,-240,200,207.5,-5,102.5
2010-11-03,2011,Phoenix,vs,San Antonio,110,112,102,-113,208,1,103.5
2010-11-03,2011,Utah,vs,Toronto,125,108,-700,500,206.5,-10.5,102
2010-11-03,2011,Toronto,@,Utah,108,125,500,-700,206.5,10.5,102
2010-11-04,2011,New York,@,Chicago,120,112,230,-270,205,6,102
2010-11-04,2011,Chicago,vs,New York,112,120,-270,230,205,-6,102
2010-11-04,2011,Portland,vs,Oklahoma City,106,107,-230,190,194,-6,97.5
2010-11-04,2011,Oklahoma City,@,Portland,107,106,190,-230,194,6,97.5
2010-11-05,2011,Minnesota,vs,Atlanta,103,113,255,-310,204,6.5,101
2010-11-05,2011,Chicago,@,Boston,105,110,290,-350,193.5,7.5,96
2010-11-05,2011,Detroit,vs,Charlotte,97,90,-108,-102,183,-0,90.5
2010-11-05,2011,Boston,vs,Chicago,110,105,-350,290,193.5,-7.5,96
2010-11-05,2011,Philadelphia,vs,Cleveland,116,123,-210,175,188,-5,94.5
2010-11-05,2011,LA Clippers,@,Denver,104,111,550,-750,206.5,10,102.5
2010-11-05,2011,Charlotte,@,Detroit,90,97,-102,-108,183,0,90.5
2010-11-05,2011,Utah,@,Golden State,78,85,-135,115,223.5,-1.5,110
2010-11-05,2011,Milwaukee,@,Indiana,94,90,125,-145,197,3,97.5
2010-11-05,2011,Denver,vs,LA Clippers,111,104,-750,550,206.5,-10,102.5
2010-11-05,2011,Toronto,@,LA Lakers,103,108,1125,-1700,212.5,13,107
2010-11-05,2011,Phoenix,vs,Memphis,123,118,-240,200,219,-6,110
2010-11-05,2011,New Orleans,vs,Miami,96,93,230,-270,186.5,6.5,93.5
2010-11-05,2011,Indiana,vs,Milwaukee,90,94,-145,125,197,-3,97.5
2010-11-05,2011,Atlanta,@,Minnesota,113,103,-310,255,204,-6.5,101
2010-11-05,2011,Orlando,vs,New Jersey,105,90,-4000,1900,194.5,-16.5,97
2010-11-05,2011,Miami,@,New Orleans,93,96,-270,230,186.5,-6.5,93.5
2010-11-05,2011,Washington,@,New York,91,112,200,-240,209,5.5,104.5
2010-11-05,2011,New Jersey,@,Orlando,90,105,1900,-4000,194.5,16.5,97
2010-11-05,2011,Cleveland,@,Philadelphia,123,116,175,-210,188,5,94.5
2010-11-05,2011,Memphis,@,Phoenix,118,123,200,-240,219,6,110
2010-11-05,2011,LA Lakers,vs,Toronto,108,103,-1700,1125,212.5,-13,107
2010-11-05,2011,Golden State,vs,Utah,85,78,115,-135,223.5,1.5,110
2010-11-05,2011,New York,vs,Washington,112,91,-240,200,209,-5.5,104.5
2010-11-06,2011,Orlando,@,Charlotte,91,88,-300,250,185,-6,92
2010-11-06,2011,Washington,vs,Cleveland,102,107,-180,160,196,-4.5,98.5
2010-11-06,2011,Denver,@,Dallas,103,92,230,-270,204,6.5,101.5
2010-11-06,2011,Dallas,vs,Denver,92,103,-270,230,204,-6.5,101.5
2010-11-06,2011,San Antonio,vs,Houston,124,121,-270,230,208.5,-6.5,102.5
2010-11-06,2011,Utah,vs,LA Clippers,109,107,-900,650,202.5,-11,100.5
2010-11-06,2011,Sacramento,vs,Memphis,91,100,-210,175,210.5,-6,104
2010-11-06,2011,New Jersey,@,Miami,89,101,2000,-5250,189,17,93
2010-11-06,2011,New Orleans,@,Milwaukee,87,81,135,-155,188,4,93
2010-11-06,2011,Miami,vs,New Jersey,101,89,-5250,2000,189,-17,93
2010-11-06,2011,Milwaukee,vs,New Orleans,81,87,-155,135,188,-4,93
2010-11-06,2011,Charlotte,vs,Orlando,88,91,250,-300,185,6,92
2010-11-06,2011,Toronto,@,Portland,84,97,736,-950,202.5,12,99
2010-11-06,2011,Memphis,@,Sacramento,100,91,175,-210,210.5,6,104
2010-11-06,2011,Houston,@,San Antonio,121,124,230,-270,208.5,6.5,102.5
2010-11-06,2011,Portland,vs,Toronto,97,84,-950,736,202.5,-12,99
2010-11-06,2011,LA Clippers,@,Utah,107,109,650,-900,202.5,11,100.5
2010-11-06,2011,Cleveland,@,Washington,107,102,160,-180,196,4.5,98.5
2010-11-07,2011,Phoenix,@,Atlanta,118,114,190,-230,208,5.5,105
2010-11-07,2011,Oklahoma City,vs,Boston,83,92,-135,115,196.5,-2.5,97
2010-11-07,2011,Golden State,@,Detroit,97,102,-135,115,208.5,-2,103.5
2010-11-07,2011,Detroit,vs,Golden State,102,97,115,-135,208.5,2,103.5
2010-11-07,2011,Minnesota,@,Houston,94,120,330,-420,216,9,106
2010-11-07,2011,Portland,@,LA Lakers,96,121,290,-350,194.5,7,95.5
2010-11-07,2011,Houston,vs,Minnesota,120,94,-420,330,216,-9,106
2010-11-07,2011,Philadelphia,@,New York,106,96,250,-300,206,7,104
2010-11-07,2011,Boston,@,Oklahoma City,92,83,115,-135,196.5,2.5,97
2010-11-07,2011,New York,vs,Philadelphia,96,106,-300,250,206,-7,104
2010-11-07,2011,Atlanta,vs,Phoenix,114,118,-230,190,208,-5.5,105
2010-11-07,2011,LA Lakers,vs,Portland,121,96,-350,290,194.5,-7,95.5
2010-11-08,2011,Orlando,vs,Atlanta,93,89,-440,340,194,-9,95
2010-11-08,2011,Dallas,vs,Boston,89,87,-160,140,188.5,-3.5,94.5
2010-11-08,2011,San Antonio,@,Charlotte,95,91,-175,155,187,-4,94.5
2010-11-08,2011,Denver,@,Chicago,92,94,110,-130,207.5,2,101
2010-11-08,2011,Boston,@,Dallas,87,89,140,-160,188.5,3.5,94.5
2010-11-08,2011,Chicago,vs,Denver,94,92,-130,110,207.5,-2,101
2010-11-08,2011,Toronto,vs,Golden State,102,109,-103,-107,217,0,108.5
2010-11-08,2011,Phoenix,@,Memphis,99,109,170,-200,215,5,107
2010-11-08,2011,Atlanta,@,Orlando,89,93,340,-440,194,9,95
2010-11-08,2011,Memphis,vs,Phoenix,109,99,-200,170,215,-5,107
2010-11-08,2011,Charlotte,vs,San Antonio,91,95,155,-175,187,4,94.5
2010-11-08,2011,Golden State,@,Toronto,109,102,-107,-103,217,-0,108.5
2010-11-09,2011,New Jersey,vs,Cleveland,91,93,-140,120,195.5,-2.5,96
2010-11-09,2011,Indiana,vs,Denver,144,113,110,-130,209.5,1.5,102
2010-11-09,2011,Portland,vs,Detroit,100,78,-650,475,191,-10,94.5
2010-11-09,2011,Denver,@,Indiana,113,144,-130,110,209.5,-1.5,102
2010-11-09,2011,New Orleans,vs,LA Clippers,101,82,-500,400,189.5,-9.5,93
2010-11-09,2011,Minnesota,@,LA Lakers,94,99,1937,-4437,215,17.5,107.5
2010-11-09,2011,Utah,@,Miami,116,114,450,-600,192.5,9,96
2010-11-09,2011,New York,@,Milwaukee,80,107,190,-230,197.5,5.5,99
2010-11-09,2011,LA Lakers,vs,Minnesota,99,94,-4437,1937,215,-17.5,107.5
2010-11-09,2011,Cleveland,@,New Jersey,93,91,120,-140,195.5,2.5,96
2010-11-09,2011,LA Clippers,@,New Orleans,82,101,400,-500,189.5,9.5,93
2010-11-09,2011,Milwaukee,vs,New York,107,80,-230,190,197.5,-5.5,99
2010-11-09,2011,Detroit,@,Portland,78,100,475,-650,191,10,94.5
2010-11-09,2011,Miami,vs,Utah,114,116,-600,450,192.5,-9,96
2010-11-10,2011,Milwaukee,@,Atlanta,108,91,240,-280,187,6.5,94
2010-11-10,2011,Toronto,vs,Charlotte,96,101,-107,-103,193.5,-1,97
2010-11-10,2011,New Jersey,@,Cleveland,95,87,160,-180,193,4,95.5
2010-11-10,2011,Memphis,vs,Dallas,91,106,-103,-107,196,1,96.5
2010-11-10,2011,New York,vs,Golden State,117,122,-155,135,221,-3,111.5
2010-11-10,2011,Washington,vs,Houston,98,91,145,-165,210,3.5,103.5
2010-11-10,2011,San Antonio,vs,LA Clippers,107,95,-1800,1150,195,-13.5,96
2010-11-10,2011,Dallas,@,Memphis,106,91,-107,-103,196,-1,96.5
2010-11-10,2011,Atlanta,vs,Milwaukee,91,108,-280,240,187,-6.5,94
2010-11-10,2011,Sacramento,vs,Minnesota,89,98,-600,450,214.5,-10.5,105
2010-11-10,2011,Cleveland,vs,New Jersey,87,95,-180,160,193,-4,95.5
2010-11-10,2011,Golden State,@,New York,122,117,135,-155,221,3,111.5
2010-11-10,2011,Philadelphia,@,Oklahoma City,103,109,350,-450,201.5,8.5,98.5
2010-11-10,2011,Utah,@,Orlando,104,94,500,-700,195,10.5,99.5
2010-11-10,2011,Oklahoma City,vs,Philadelphia,109,103,-450,350,201.5,-8.5,98.5
2010-11-10,2011,Minnesota,@,Sacramento,98,89,450,-600,214.5,10.5,105
2010-11-10,2011,LA Clippers,@,San Antonio,95,107,1150,-1800,195,13.5,96
2010-11-10,2011,Charlotte,@,Toronto,101,96,-103,-107,193.5,1,97
2010-11-10,2011,Orlando,vs,Utah,94,104,-700,500,195,-10.5,99.5
2010-11-10,2011,Houston,@,Washington,91,98,-165,145,210,-3.5,103.5
2010-11-11,2011,Miami,vs,Boston,107,112,-320,260,186.5,-7.5,94
2010-11-11,2011,Golden State,@,Chicago,90,120,250,-300,214,7,104.5
2010-11-11,2011,LA Lakers,@,Denver,112,118,-160,140,212.5,-3,107.5
2010-11-11,2011,Chicago,vs,Golden State,120,90,-300,250,214,-7,104.5
2010-11-11,2011,Denver,vs,LA Lakers,118,112,140,-160,212.5,3,107.5
2010-11-11,2011,Boston,@,Miami,112,107,260,-320,186.5,7.5,94
2010-11-12,2011,Utah,@,Atlanta,90,86,140,-160,200,3.5,104.5
2010-11-12,2011,Washington,vs,Charlotte,85,93,100,-110,188,0,94
2010-11-12,2011,Philadelphia,@,Dallas,90,99,400,-500,196,8.5,97.5
2010-11-12,2011,LA Clippers,vs,Detroit,107,113,-133,120,191,-1.5,94.5
2010-11-12,2011,Indiana,vs,Houston,99,102,-160,140,216.5,-3.5,106.5
2010-11-12,2011,Houston,@,Indiana,102,99,140,-160,216.5,3.5,106.5
2010-11-12,2011,Detroit,@,LA Clippers,113,107,120,-133,191,1.5,94.5
2010-11-12,2011,New York,@,Minnesota,103,112,-170,150,216,-4,108
2010-11-12,2011,Minnesota,vs,New York,112,103,150,-170,216,4,108
2010-11-12,2011,Portland,@,Oklahoma City,108,110,120,-140,194.5,2.5,97.5
2010-11-12,2011,Toronto,@,Orlando,110,106,1500,-2600,199.5,14.5,101
2010-11-12,2011,Dallas,vs,Philadelphia,99,90,-500,400,196,-8.5,97.5
2010-11-12,2011,Sacramento,@,Phoenix,89,103,270,-330,215,7.5,106
2010-11-12,2011,Oklahoma City,vs,Portland,110,108,-140,120,194.5,-2.5,97.5
2010-11-12,2011,Phoenix,vs,Sacramento,103,89,-330,270,215,-7.5,106
2010-11-12,2011,Orlando,vs,Toronto,106,110,-2600,1500,199.5,-14.5,101
2010-11-12,2011,Atlanta,vs,Utah,86,90,-160,140,200,-3.5,104.5
2010-11-12,2011,Charlotte,@,Washington,93,85,-110,100,188,-0,94
2010-11-13,2011,Memphis,vs,Boston,110,116,143,-157,196.5,3.5,97
2010-11-13,2011,Utah,@,Charlotte,96,95,-112,-102,190,-1,99
2010-11-13,2011,Washington,@,Chicago,96,103,501,-624,201,10.5,100
2010-11-13,2011,Indiana,@,Cleveland,99,85,106,-120,201.5,1.5,98.5
2010-11-13,2011,Milwaukee,vs,Golden State,79,72,-302,263,203.5,-7.5,100.5
2010-11-13,2011,Cleveland,vs,Indiana,85,99,-120,106,201.5,-1.5,98.5
2010-11-13,2011,Boston,@,Memphis,116,110,-157,143,196.5,-3.5,97
2010-11-13,2011,Toronto,@,Miami,100,109,1620,-2180,201.5,15,99.5
2010-11-13,2011,Golden State,@,Milwaukee,72,79,263,-302,203.5,7.5,100.5
2010-11-13,2011,Orlando,@,New Jersey,91,90,-311,269,190,-7.5,94.5
2010-11-13,2011,Portland,@,New Orleans,87,107,164,-181,188,4,94
2010-11-13,2011,New Jersey,vs,Orlando,90,91,269,-311,190,7.5,94.5
2010-11-13,2011,San Antonio,vs,Philadelphia,116,93,-624,501,204,-10,101.5
2010-11-13,2011,New Orleans,vs,Portland,107,87,-181,164,188,-4,94
2010-11-13,2011,Philadelphia,@,San Antonio,93,116,501,-624,204,10,101.5
2010-11-13,2011,Miami,vs,Toronto,109,100,-2180,1620,201.5,-15,99.5
2010-11-13,2011,Charlotte,vs,Utah,95,96,-102,-112,190,1,99
2010-11-13,2011,Chicago,vs,Washington,103,96,-624,501,201,-10.5,100
2010-11-14,2011,Minnesota,@,Atlanta,105,111,450,-600,204.5,10,102.5
2010-11-14,2011,Sacramento,vs,Detroit,94,100,-210,175,198.5,-5,98
2010-11-14,2011,New York,vs,Houston,96,104,-140,120,213.5,-2.5,105.5
2010-11-14,2011,Phoenix,@,LA Lakers,121,116,350,-450,216,8.5,108
2010-11-14,2011,Atlanta,vs,Minnesota,111,105,-600,450,204.5,-10,102.5
2010-11-14,2011,Houston,@,New York,104,96,120,-140,213.5,2.5,105.5
2010-11-14,2011,San Antonio,@,Oklahoma City,117,104,125,-145,207,2.5,103.5
2010-11-14,2011,LA Lakers,vs,Phoenix,116,121,-450,350,216,-8.5,108
2010-11-14,2011,Detroit,@,Sacramento,100,94,175,-210,198.5,5,98
2010-11-14,2011,Oklahoma City,vs,San Antonio,104,117,-145,125,207,-2.5,103.5
2010-11-15,2011,Minnesota,@,Charlotte,110,113,400,-500,197,9,98
2010-11-15,2011,New Orleans,@,Dallas,95,98,140,-160,190,3,96.5
2010-11-15,2011,Phoenix,vs,Denver,100,94,-130,110,221.5,-2,111
2010-11-15,2011,Golden State,vs,Detroit,101,97,-280,240,208,-6.5,101.5
2010-11-15,2011,Detroit,@,Golden State,97,101,240,-280,208,6.5,101.5
2010-11-15,2011,New Jersey,@,LA Clippers,110,96,110,-130,191,2,92.5
2010-11-15,2011,Orlando,vs,Memphis,89,72,-500,400,200,-9,97.5
2010-11-15,2011,Charlotte,vs,Minnesota,113,110,-500,400,197,-9,98
2010-11-15,2011,LA Clippers,vs,New Jersey,96,110,-130,110,191,-2,92.5
2010-11-15,2011,Dallas,vs,New Orleans,98,95,-160,140,190,-3,96.5
2010-11-15,2011,Utah,vs,Oklahoma City,108,115,-270,230,209,-6,103.5
2010-11-15,2011,Memphis,@,Orlando,72,89,400,-500,200,9,97.5
2010-11-15,2011,Denver,@,Phoenix,94,100,110,-130,221.5,2,111
2010-11-15,2011,Oklahoma City,@,Utah,115,108,230,-270,209,6,103.5
2010-11-16,2011,Indiana,vs,Atlanta,92,102,110,-130,202.5,2,97.5
2010-11-16,2011,Houston,vs,Chicago,92,95,-113,102,202,-0,102
2010-11-16,2011,Philadelphia,@,Cleveland,93,101,130,-150,196,3,95.5
2010-11-16,2011,New York,@,Denver,118,120,310,-380,218,7.5,107.5
2010-11-16,2011,Chicago,@,Houston,95,92,102,-113,202,0,102
2010-11-16,2011,Atlanta,@,Indiana,102,92,-130,110,202.5,-2,97.5
2010-11-16,2011,Milwaukee,vs,LA Lakers,107,118,170,-200,193.5,4.5,96
2010-11-16,2011,Portland,@,Memphis,100,99,110,-130,195,1,96
2010-11-16,2011,LA Lakers,@,Milwaukee,118,107,-200,170,193.5,-4.5,96
2010-11-16,2011,Denver,vs,New York,120,118,-380,310,218,-7.5,107.5
2010-11-16,2011,Cleveland,vs,Philadelphia,101,93,-150,130,196,-3,95.5
2010-11-16,2011,Memphis,vs,Portland,99,100,-130,110,195,-1,96
2010-11-16,2011,Washington,vs,Toronto,109,94,-103,-107,204,1,101
2010-11-16,2011,Toronto,@,Washington,94,109,-107,-103,204,-1,101
2010-11-17,2011,Washington,@,Boston,83,114,1050,-1700,194,13.5,99
2010-11-17,2011,San Antonio,vs,Chicago,103,94,-320,260,204,-6.5,101
2010-11-17,2011,New Orleans,vs,Dallas,99,97,-210,175,192,-5,96.5
2010-11-17,2011,LA Lakers,@,Detroit,103,90,-340,280,202.5,-7.5,98.5
2010-11-17,2011,Oklahoma City,vs,Houston,116,99,-300,250,210.5,-7,102.5
2010-11-17,2011,Minnesota,vs,LA Clippers,113,111,-175,155,210,-3.5,103
2010-11-17,2011,Detroit,vs,LA Lakers,90,103,280,-340,202.5,7.5,98.5
2010-11-17,2011,Phoenix,@,Miami,96,123,325,-400,211,8,103.5
2010-11-17,2011,LA Clippers,@,Minnesota,111,113,155,-175,210,3.5,103
2010-11-17,2011,Utah,vs,New Jersey,98,88,-600,450,196.5,-9.5,96.5
2010-11-17,2011,Dallas,@,New Orleans,97,99,175,-210,192,5,96.5
2010-11-17,2011,Sacramento,vs,New York,106,113,-180,160,209.5,-4,103
2010-11-17,2011,Houston,@,Oklahoma City,99,116,250,-300,210.5,7,102.5
2010-11-17,2011,Toronto,@,Philadelphia,94,86,135,-155,208.5,3,103.5
2010-11-17,2011,Miami,vs,Phoenix,123,96,-400,325,211,-8,103.5
2010-11-17,2011,New York,@,Sacramento,113,106,160,-180,209.5,4,103
2010-11-17,2011,Chicago,@,San Antonio,94,103,260,-320,204,6.5,101
2010-11-17,2011,Philadelphia,vs,Toronto,86,94,-155,135,208.5,-3,103.5
2010-11-17,2011,New Jersey,@,Utah,88,98,450,-600,196.5,9.5,96.5
2010-11-17,2011,Boston,vs,Washington,114,83,-1700,1050,194,-13.5,99
2010-11-18,2011,Portland,vs,Denver,86,83,-140,120,204.5,-2.5,101
2010-11-18,2011,LA Clippers,@,Indiana,80,107,305,-375,204.5,8.5,100.5
2010-11-18,2011,Indiana,vs,LA Clippers,107,80,-375,305,204.5,-8.5,100.5
2010-11-18,2011,Phoenix,@,Orlando,89,105,480,-660,205,10.5,100
2010-11-18,2011,Orlando,vs,Phoenix,105,89,-660,480,205,-10.5,100
2010-11-18,2011,Denver,@,Portland,83,86,120,-140,204.5,2.5,101
2010-11-19,2011,Oklahoma City,@,Boston,89,84,350,-450,197.5,9,97.5
2010-11-19,2011,Miami,vs,Charlotte,95,87,-1100,700,189.5,-12,93
2010-11-19,2011,Dallas,vs,Chicago,83,88,-210,175,193.5,-5,97
2010-11-19,2011,New Orleans,vs,Cleveland,108,101,-500,400,193.5,-9,96.5
2010-11-19,2011,Chicago,@,Dallas,88,83,175,-210,193.5,5,97
2010-11-19,2011,New York,@,Golden State,125,119,155,-175,221.5,4,112
2010-11-19,2011,Toronto,vs,Houston,106,96,105,-125,210.5,1.5,104.5
2010-11-19,2011,Minnesota,vs,LA Lakers,95,112,450,-550,215,9,103
2010-11-19,2011,Washington,vs,Memphis,89,86,140,-160,199,3.5,98.5
2010-11-19,2011,Charlotte,@,Miami,87,95,700,-1100,189.5,12,93
2010-11-19,2011,Philadelphia,vs,Milwaukee,90,79,165,-185,188,4.5,94
2010-11-19,2011,LA Lakers,@,Minnesota,112,95,-550,450,215,-9,103
2010-11-19,2011,Sacramento,vs,New Jersey,86,81,-150,130,197,-3,97.5
2010-11-19,2011,Cleveland,@,New Orleans,101,108,400,-500,193.5,9,96.5
2010-11-19,2011,Golden State,vs,New York,119,125,-175,155,221.5,-4,112
2010-11-19,2011,Boston,vs,Oklahoma City,84,89,-450,350,197.5,-9,97.5
2010-11-19,2011,Milwaukee,@,Philadelphia,79,90,-185,165,188,-4.5,94
2010-11-19,2011,New Jersey,@,Sacramento,81,86,130,-150,197,3,97.5
2010-11-19,2011,Utah,vs,San Antonio,82,94,-135,115,202.5,-2,100
2010-11-19,2011,Houston,@,Toronto,96,106,-125,105,210.5,-1.5,104.5
2010-11-19,2011,San Antonio,@,Utah,94,82,115,-135,202.5,2,100
2010-11-19,2011,Memphis,@,Washington,86,89,-160,140,199,-3.5,98.5
2010-11-20,2011,Dallas,@,Atlanta,98,93,130,-150,192,3,97
2010-11-20,2011,Phoenix,@,Charlotte,105,123,120,-140,198.5,2.5,99
2010-11-20,2011,San Antonio,vs,Cleveland,116,92,-700,500,201,-10,101
2010-11-20,2011,Atlanta,vs,Dallas,93,98,-150,130,192,-3,97
2010-11-20,2011,New Jersey,@,Denver,103,107,500,-700,206,10,104
2010-11-20,2011,Orlando,@,Indiana,90,86,-225,185,197,-5,97.5
2010-11-20,2011,New York,@,LA Clippers,124,115,105,-125,210,1.5,103.5
2010-11-20,2011,Miami,@,Memphis,95,97,-240,200,193,-5.5,94.5
2010-11-20,2011,Memphis,vs,Miami,97,95,200,-240,193,5.5,94.5
2010-11-20,2011,Oklahoma City,@,Milwaukee,82,81,190,-230,188,5.5,93
2010-11-20,2011,Denver,vs,New Jersey,107,103,-700,500,206,-10,104
2010-11-20,2011,LA Clippers,vs,New York,115,124,-125,105,210,-1.5,103.5
2010-11-20,2011,Milwaukee,vs,Oklahoma City,81,82,-230,190,188,-5.5,93
2010-11-20,2011,Indiana,vs,Orlando,86,90,185,-225,197,5,97.5
2010-11-20,2011,Charlotte,vs,Phoenix,123,105,-140,120,198.5,-2.5,99
2010-11-20,2011,Utah,@,Portland,103,94,145,-165,191,3.5,99
2010-11-20,2011,Cleveland,@,San Antonio,92,116,500,-700,201,10,101
2010-11-20,2011,Portland,vs,Utah,94,103,-165,145,191,-3.5,99
2010-11-21,2011,Toronto,vs,Boston,102,101,200,-240,195,5.5,99.5
2010-11-21,2011,Washington,@,Detroit,110,115,150,-170,195,4,98
2010-11-21,2011,LA Lakers,vs,Golden State,117,89,-850,625,218.5,-10.5,107.5
2010-11-21,2011,Golden State,@,LA Lakers,89,117,625,-850,218.5,10.5,107.5
2010-11-21,2011,Sacramento,vs,New Orleans,71,75,170,-200,198.5,5,99
2010-11-21,2011,New Orleans,@,Sacramento,75,71,-200,170,198.5,-5,99
2010-11-21,2011,Boston,@,Toronto,101,102,-240,200,195,-5.5,99.5
2010-11-21,2011,Detroit,vs,Washington,115,110,-170,150,195,-4,98
2010-11-22,2011,Boston,@,Atlanta,99,76,130,-150,192.5,2.5,94.5
2010-11-22,2011,Atlanta,vs,Boston,76,99,-150,130,192.5,-2.5,94.5
2010-11-22,2011,Golden State,vs,Denver,89,106,105,-125,219.5,2,110.5
2010-11-22,2011,Denver,@,Golden State,106,89,-125,105,219.5,-2,110.5
2010-11-22,2011,Phoenix,@,Houston,123,116,110,-130,215.5,2,108.5
2010-11-22,2011,Miami,vs,Indiana,77,93,-530,405,198,-9,99.5
2010-11-22,2011,New Orleans,@,LA Clippers,95,99,-240,200,196,-6,100
2010-11-22,2011,Indiana,@,Miami,93,77,405,-530,198,9,99.5
2010-11-22,2011,Oklahoma City,vs,Minnesota,117,107,-550,425,215.5,-9.5,106
2010-11-22,2011,LA Clippers,vs,New Orleans,99,95,200,-240,196,6,100
2010-11-22,2011,Minnesota,@,Oklahoma City,107,117,425,-550,215.5,9.5,106
2010-11-22,2011,San Antonio,vs,Orlando,106,97,-165,145,196,-3.5,96
2010-11-22,2011,Houston,vs,Phoenix,116,123,-130,110,215.5,-2,108.5
2010-11-22,2011,Utah,vs,Sacramento,94,83,-750,550,197.5,-10.5,98
2010-11-22,2011,Orlando,@,San Antonio,97,106,145,-165,196,3.5,96
2010-11-22,2011,Sacramento,@,Utah,83,94,550,-750,197.5,10.5,98
2010-11-23,2011,New Jersey,vs,Atlanta,107,101,135,-155,190.5,3,94
2010-11-23,2011,New York,vs,Charlotte,110,107,-150,130,204.5,-3,101.5
2010-11-23,2011,LA Lakers,vs,Chicago,98,91,-400,325,204.5,-8,103
2010-11-23,2011,Indiana,vs,Cleveland,100,89,-210,175,199.5,-5,97
